,lat,lon
275,33.836081,-81.1637245
276,38.9071923,-77.0368707
277,40.7127753,-74.0059728
278,42.6334247,-71.3161718
279,41.1536674,-81.3578859
280,41.4925374,-99.9018131
281,43.8041334,-120.5542012
282,38.9071923,-77.0368707
283,34.3387802,-78.7030721
284,40.7127753,-74.0059728
285,18.1374242,-65.4816759
286,20.1010608,-98.7591311
287,36.778261,-119.4179324
288,32.6400541,-117.0841955
289,28.5383355,-81.3792365
290,37.7749295,-122.4194155
291,40.7933949,-77.8600012
292,25.6866142,-100.3161126
293,39.9525839,-75.1652215
294,39.0457549,-76.6412712
295,47.6587802,-117.4260465
296,33.7489954,-84.3879824
297,41.7798226,-71.4372796
298,34.0522342,-118.2436849
299,41.9983294,-92.1974065
300,33.4483771,-112.0740373
301,36.2942722,-82.4734787
302,43.0008093,-78.7889697
303,32.3182314,-86.902298
304,39.9625984,-76.727745
305,39.4142688,-77.4105409
306,34.2381251,-118.530123
307,33.7700504,-118.1937395
308,40.7607793,-111.8910474
309,40.6668916,-111.8879909
310,5.13151,-1.2794744
311,36.693687,-94.9630171
312,38.5779555,-122.9888319
313,-33.0153481,-71.5500276
314,18.9242095,-99.2215659
315,33.6446621,-117.8370968
316,41.6488226,-0.8890853
317,41.931696,-87.9889556
318,51.6465,0.614665
319,39.9611755,-82.9987942
320,18.0110768,-66.6140616
321,-41.1555281,175.6075114
322,38.9906657,-77.026088
323,32.0835407,-81.0998342
324,38.9071923,-77.0368707
325,37.0870821,-76.4730122
326,36.778261,-119.4179324
327,38.8462236,-77.3063733
328,39.7392358,-104.990251
329,41.8781136,-87.6297982
330,33.0145673,-97.0969552
331,19.4326077,-99.133208
332,51.7520209,-1.2577263
333,35.2270869,-80.8431267
334,44.3893556,-79.6903316
335,26.1224386,-80.1373174
336,40.7127753,-74.0059728
337,19.5429151,-155.6658568
338,38.7892801,-77.1872036
339,35.1495343,-90.0489801
340,43.4897584,-71.5822837
341,36.778261,-119.4179324
342,18.9242095,-99.2215659
343,43.0730517,-89.4012302
344,43.7844397,-88.7878678
345,43.0389025,-87.9064736
346,18.9242095,-99.2215659
347,27.6648274,-81.5157535
348,36.4111641,-93.7426091
349,33.7489954,-84.3879824
350,35.0853336,-106.6055534
351,44.3893556,-79.6903316
352,18.6813049,-99.1013498
353,36.778261,-119.4179324
354,32.9091718,-105.9478286
355,40.7127753,-74.0059728
356,43.0730517,-89.4012302
357,18.9242095,-99.2215659
358,39.9611755,-82.9987942
359,39.9611755,-82.9987942
360,39.9567548,-86.01335
361,18.9242095,-99.2215659
362,40.7607793,-111.8910474
363,20.0708947,-98.6960424
364,38.2526647,-85.7584557
365,41.1595005,-81.4403898
366,39.9525839,-75.1652215
367,18.6813049,-99.1013498
368,14.9055599,-92.2634206
369,43.0730517,-89.4012302
370,44.2619309,-88.4153847
371,43.8243118,-79.3462036
372,41.6528052,-83.5378674
373,18.9242095,-99.2215659
374,19.4356338,-99.1495107
375,38.9716689,-95.2352501
376,27.950575,-82.4571776
377,43.7844397,-88.7878678
378,19.0427623,-98.1974324
379,38.9071923,-77.0368707
380,41.8781136,-87.6297982
381,39.0997265,-94.5785667
382,43.8791358,-90.1654067
383,38.984652,-77.0947092
384,18.6813049,-99.1013498
385,19.0732236,72.9086129
386,59.3293235,18.0685808
387,38.8816208,-77.0909809
388,33.7489954,-84.3879824
389,40.7830603,-73.9712488
390,20.0708947,-98.6960424
391,40.7127753,-74.0059728
392,38.9536174,-94.7335709
393,17.989456,-92.9475061
394,42.3600825,-71.0588801
395,38.8984804,-77.0061218
396,38.984652,-77.0947092
397,27.6648274,-81.5157535
398,20.1010608,-98.7591311
399,18.4655394,-66.1057355
400,20.1010608,-98.7591311
401,20.0910963,-98.7623874
402,18.3615548,-66.1110682
403,43.5448048,-80.2481666
404,43.5448048,-80.2481666
405,18.1551337,-65.8203943
406,41.6005448,-93.6091064
407,35.9940329,-78.898619
408,31.9685988,-99.9018131
409,36.1626638,-86.7816016
410,7.8890971,-72.4966896
411,40.6781784,-73.9441579
412,25.7616798,-80.1917902
413,37.3382082,-121.8863286
414,40.7127753,-74.0059728
415,40.0583238,-74.4056612
416,40.7127753,-74.0059728
417,42.8864468,-78.8783689
418,42.6960659,-82.7994194
419,20.6719563,-103.416501
420,32.4609764,-84.9877094
421,10.9970723,-63.9113296
422,39.8289369,-84.8902382
423,40.6747887,-79.9895022
424,52.205337,0.121817
425,43.661471,-70.2553259
426,45.253783,-69.4454689
427,20.1155111,-98.8831506
428,42.4072107,-71.3824374
429,43.0789942,-77.5275463
430,41.6032207,-73.087749
431,33.7748275,-84.2963123
432,41.2392227,-81.3459405
433,51.253775,-85.323214
434,29.7604267,-95.3698028
435,35.9798734,-78.5097228
436,41.308274,-72.9278835
437,28.0836269,-80.6081089
438,51.8968917,-8.4863157
439,51.5073509,-0.1277583
440,18.0110768,-66.6140616
441,38.8026097,-116.419389
442,3.139003,101.686855
443,26.1224386,-80.1373174
444,33.6594835,-117.9988026
445,27.6648274,-81.5157535
446,27.7428134,-82.7504542
447,31.9685988,-99.9018131
448,39.7253276,-89.9106632
449,40.7830603,-73.9712488
450,41.8781136,-87.6297982
451,51.0486151,-114.0708459
452,38.9071923,-77.0368707
453,47.6062095,-122.3320708
454,44.4488805,-88.0603806
455,45.4186218,-75.7025628
456,40.2731911,-76.8867008
457,37.7749295,-122.4194155
458,33.4483771,-112.0740373
459,41.8781136,-87.6297982
460,39.0457549,-76.6412712
461,38.8026097,-116.419389
462,35.1495343,-90.0489801
463,34.2163937,-119.0376023
464,27.8428025,-82.6995443
465,44.3148443,-85.6023643
466,46.8138783,-71.2079809
467,38.8467082,-91.9479586
468,51.253775,-85.323214
469,34.0151366,71.5249154
470,38.0405837,-84.5037164
471,41.4036007,-95.0138776
472,51.537142,-0.1927892
473,34.0489281,-111.0937311
474,43.661471,-70.2553259
475,47.6062095,-122.3320708
476,19.318154,-98.2374954
477,17.0542297,-96.7132304
478,35.9940329,-78.898619
479,27.6648274,-81.5157535
480,44.7630567,-85.6206317
481,31.9685988,-99.9018131
482,27.2730492,-80.3582261
483,39.0169509,-94.2816148
484,53.544389,-113.4909267
485,44.9537029,-93.0899578
486,40.4406248,-79.9958864
487,34.728002,-99.8412125
488,44.9374831,-93.2009998
489,19.4326077,-99.133208
490,33.4483771,-112.0740373
491,38.9071923,-77.0368707
492,35.7595731,-79.0192997
493,18.220833,-66.590149
494,37.9642529,-91.8318334
495,26.2034071,-98.2300124
496,42.4999942,-96.4003069
497,40.7281575,-74.0776417
498,27.6648274,-81.5157535
499,35.7795897,-78.6381787
500,42.4072107,-71.3824374
501,39.2903848,-76.6121893
502,38.9071923,-77.0368707
503,38.9071923,-77.0368707
504,29.7604267,-95.3698028
505,33.7489954,-84.3879824
506,10.349223,-67.0345443
507,37.8393332,-84.2700179
508,29.831134,-81.3235459
509,32.3182314,-86.902298
510,36.778261,-119.4179324
511,41.5933696,-87.3464271
512,33.7489954,-84.3879824
513,39.011902,-98.4842465
514,38.9071923,-77.0368707
515,55.953252,-3.188267
516,44.3148443,-85.6023643
517,19.4326077,-99.133208
518,43.7764258,-79.2317521
519,42.9011711,-78.2566834
520,34.9203946,-82.2962268
521,33.7489954,-84.3879824
522,19.318154,-98.2374954
523,32.3909071,-110.966488
524,61.2180556,-149.9002778
525,38.5449065,-121.7405167
526,40.7282239,-73.7948516
527,44.0324787,-70.9731602
528,33.4483771,-112.0740373
529,35.7595731,-79.0192997
530,32.1656221,-82.9000751
531,38.9071923,-77.0368707
532,19.4356338,-99.1495107
533,43.5320995,-80.2268613
534,18.4655394,-66.1057355
535,42.3149367,-83.0363633
536,18.220833,-66.590149
537,18.220833,-66.590149
538,27.8617347,-81.6911559
539,39.7392358,-104.990251
540,18.4655394,-66.1057355
541,43.5890452,-79.6441198
542,40.7127753,-74.0059728
543,18.3615548,-66.1110682
544,42.3600825,-71.0588801
545,45.4215296,-75.6971931
546,37.5407246,-77.4360481
547,43.5448048,-80.2481666
548,39.9611755,-82.9987942
549,27.6648274,-81.5157535
550,45.5369442,-73.5107131
551,42.3600825,-71.0588801
552,3.4516467,-76.5319854
553,19.318154,-98.2374954
554,38.423734,27.142826
555,20.5888184,-100.3898876
556,18.433005,-66.4758583
557,18.0110768,-66.6140616
558,32.1656221,-82.9000751
559,38.8816208,-77.0909809
560,43.6375818,-94.1023906
561,42.3600825,-71.0588801
562,41.8781136,-87.6297982
563,40.4128551,-74.307282
564,18.5204303,73.8567437
565,33.7489954,-84.3879824
566,36.778261,-119.4179324
567,19.7059504,-101.1949825
568,35.9131996,-79.0558445
569,43.0962143,-79.0377388
570,22.2331041,-97.861099
571,20.1010608,-98.7591311
572,53.544389,-113.4909267
573,43.653226,-79.3831843
574,20.6596988,-103.3496092
575,43.5448048,-80.2481666
576,35.9131996,-79.0558445
577,51.5073509,-0.1277583
578,42.5847425,-87.8211854
579,40.6331249,-89.3985283
580,43.5448048,-80.2481666
581,40.7127753,-74.0059728
582,43.5448048,-80.2481666
583,38.9071923,-77.0368707
584,20.6596988,-103.3496092
585,19.318154,-98.2374954
586,19.0414398,-98.2062727
587,45.6769979,-111.0429339
588,40.7756184,-77.7924992
589,19.7059504,-101.1949825
590,41.7203492,-72.6239953
591,41.5623209,-72.6506488
592,43.0581645,-79.2902133
593,18.220833,-66.590149
594,45.4215296,-75.6971931
595,18.2387995,-66.035249
596,38.9071923,-77.0368707
597,43.653226,-79.3831843
598,40.2731911,-76.8867008
599,40.8447819,-73.8648268
600,40.4406248,-79.9958864
601,41.7055716,-86.2353388
602,44.801485,10.3279036
603,20.5888184,-100.3898876
604,27.6648274,-81.5157535
605,40.7989473,-81.378447
606,-1.2920659,36.8219462
607,62.4113634,-149.0729714
608,52.0406224,-0.7594171
609,32.2732024,-89.9859158
610,17.0731842,-96.7265889
611,43.653226,-79.3831843
612,40.3025907,-74.511172
613,-25.7478676,28.2292712
614,44.3893556,-79.6903316
615,38.9071923,-77.0368707
616,51.253775,-85.323214
617,-33.9248685,18.4240553
618,43.1938516,-71.5723953
619,11.2403547,-74.2110227
620,46.729553,-94.6858998
621,37.2707022,-76.7074571
622,29.7604267,-95.3698028
623,41.8781136,-87.6297982
624,40.6331249,-89.3985283
625,32.3199396,-106.7636538
626,38.9071923,-77.0368707
627,6.1696109,-75.5873636
628,19.4420724,-96.9547401
629,19.4326077,-99.133208
630,20.0910963,-98.7623874
631,38.9517053,-92.3340724
632,42.974536,-82.4065901
633,19.7059504,-101.1949825
634,26.1003654,-80.3997748
635,34.0489281,-111.0937311
636,18.4665063,-97.4003801
637,19.7059504,-101.1949825
638,19.0414398,-98.2062727
639,37.5407246,-77.4360481
640,19.4326077,-99.133208
641,44.5836295,-79.8660747
642,18.3615548,-66.1110682
643,44.3893556,-79.6903316
644,43.0730517,-89.4012302
645,19.7514798,75.7138884
646,41.6005448,-93.6091064
647,19.4326077,-99.133208
648,18.220833,-66.590149
649,19.0414398,-98.2062727
650,18.4655394,-66.1057355
651,19.4326077,-99.133208
652,43.1435564,-93.3788108
653,43.653226,-79.3831843
654,30.3321838,-81.655651
655,38.9071923,-77.0368707
656,42.6525793,-73.7562317
657,40.7933949,-77.8600012
658,44.3893556,-79.6903316
659,41.0317637,-74.1020866
660,41.8781136,-87.6297982
661,37.568694,-84.2963223
662,38.966673,-94.6169012
663,22.1564699,-100.9855409
664,44.5007687,-80.2169047
665,43.7844397,-88.7878678
666,45.897903,-64.3682804
667,41.8397865,-87.9535534
668,43.653226,-79.3831843
669,40.6214551,-79.1525349
670,-9.9298454,-76.2432653
671,39.7294319,-104.8319195
672,40.7607793,-111.8910474
673,35.1982836,-111.651302
674,38.9071923,-77.0368707
675,39.7392358,-104.990251
676,39.1836082,-96.5716694
677,35.1982836,-111.651302
678,40.9256538,-73.1409429
679,44.3893556,-79.6903316
680,19.173773,-96.1342241
681,44.5007687,-80.2169047
682,40.7127753,-74.0059728
683,36.1023715,-115.1745559
684,40.615537,-80.2621852
685,46.729553,-94.6858998
686,40.7127753,-74.0059728
687,19.7059504,-101.1949825
688,20.5888184,-100.3898876
689,42.3600825,-71.0588801
690,38.9784453,-76.4921829
691,35.9131996,-79.0558445
692,19.7059504,-101.1949825
693,40.7127753,-74.0059728
694,19.0414398,-98.2062727
695,42.3875968,-71.0994968
696,42.4716853,-88.432318
697,38.9071923,-77.0368707
698,36.1023715,-115.1745559
699,40.7127753,-74.0059728
700,44.9374831,-93.2009998
701,39.0169509,-94.2816148
702,41.1543623,-95.9145568
703,41.04422,-83.6499321
704,37.7527982,-100.0170787
705,39.0457549,-76.6412712
706,41.127833,-81.609844
707,18.4655394,-66.1057355
708,41.8781136,-87.6297982
709,21.1250077,-101.6859605
710,39.9525839,-75.1652215
711,38.8048355,-77.0469214
712,39.2903848,-76.6121893
713,30.627977,-96.3344068
714,38.8108408,-94.9271868
715,42.325578,-87.8411818
716,41.4819932,-81.7981908
717,18.220833,-66.590149
718,40.2653681,-76.7083033
719,41.8781136,-87.6297982
720,47.6062095,-122.3320708
721,38.9071923,-77.0368707
722,53.9332706,-116.5765035
723,43.653226,-79.3831843
724,36.8348383,-81.5148368
725,18.4274454,-67.1540698
726,44.919643,-79.3741834
727,38.9071923,-77.0368707
728,45.5230622,-122.6764815
729,32.7554883,-97.3307658
730,10.4805937,-66.9036063
731,39.9525839,-75.1652215
732,41.3392232,-80.1050604
733,39.0839973,-77.1527578
734,42.9633599,-85.6680863
735,29.6516344,-82.3248262
736,44.977753,-93.2650108
737,55.070859,-3.60512
738,22.1564699,-100.9855409
739,-40.5761897,-73.1149469
740,38.9071923,-77.0368707
741,-34.45,150.45
742,43.0389025,-87.9064736
743,42.8336205,-88.7323272
744,42.9849233,-81.2452768
745,52.0406224,-0.7594171
746,41.8781136,-87.6297982
747,41.1579438,-8.6291053
748,-37.8136276,144.9630576
749,20.1010608,-98.7591311
750,40.4172871,-82.907123
751,40.0149856,-105.2705456
752,33.7489954,-84.3879824
753,45.5230622,-122.6764815
754,41.2033216,-77.1945247
755,51.5073509,-0.1277583
756,18.4655394,-66.1057355
757,35.20105,-91.8318334
758,27.6648274,-81.5157535
759,35.108493,-77.0441143
760,53.496115,-2.518727
761,40.4406248,-79.9958864
762,44.0805434,-103.2310149
763,19.0414398,-98.2062727
764,19.9476711,-103.7607783
765,22.1564699,-100.9855409
766,40.7127753,-74.0059728
767,33.7489954,-84.3879824
768,29.7604267,-95.3698028
769,35.108493,-77.0441143
770,22.0025712,-99.0018424
771,39.6417629,-77.7199932
772,43.2557206,-79.8711024
773,22.1564699,-100.9855409
774,22.1564699,-100.9855409
775,18.444247,-66.6464068
776,40.9008923,-80.8567501
777,20.5887932,-100.3898881
778,38.9071923,-77.0368707
779,22.1564699,-100.9855409
780,20.6596988,-103.3496092
781,30.9842977,-91.9623327
782,20.2865414,-98.6689034
783,44.5571093,-70.5433579
784,46.729553,-94.6858998
785,46.729553,-94.6858998
786,40.96342,-76.6127329
787,40.7598227,-74.417097
788,19.4326077,-99.133208
789,45.4215296,-75.6971931
790,44.9211836,-93.4687489
791,30.8406338,-115.2837585
792,28.182893,-82.3641751
793,35.9606384,-83.9207392
794,40.7127753,-74.0059728
795,41.4925374,-99.9018131
796,41.308274,-72.9278835
797,20.6596988,-103.3496092
798,36.778261,-119.4179324
799,31.9685988,-99.9018131
800,19.0414398,-98.2062727
801,39.0997265,-94.5785667
802,18.389396,-66.1653224
803,40.7127753,-74.0059728
804,18.4655394,-66.1057355
805,38.9071923,-77.0368707
806,34.483901,-114.3224548
807,39.977763,-105.1319296
808,40.4862157,-74.4518188
809,18.220833,-66.590149
810,43.9695148,-99.9018131
811,19.7059504,-101.1949825
812,41.8781136,-87.6297982
813,36.0726354,-79.7919754
814,39.9525839,-75.1652215
815,28.1511243,-82.4614831
816,47.7510741,-120.7401385
817,40.0583238,-74.4056612
818,48.954408,-54.6103488
819,21.161908,-86.8515279
820,44.6487635,-63.5752387
821,44.977753,-93.2650108
822,44.3148443,-85.6023643
823,45.3349046,-75.7241006
824,36.0678324,-94.1736551
825,50.82253,-0.137163
826,36.3955891,-97.8783911
827,39.1370528,-76.6983022
828,37.0870821,-76.4730122
829,44.977753,-93.2650108
830,35.20105,-91.8318334
831,34.7464809,-92.2895948
832,20.653407,-105.2253316
833,39.1031182,-84.5120196
834,52.9399159,-73.5491361
835,43.653226,-79.3831843
836,25.6866142,-100.3161126
837,40.4172871,-82.907123
838,45.4895636,-73.8205567
839,39.0997265,-94.5785667
840,40.4406248,-79.9958864
841,45.5776091,-62.6510943
842,43.3255196,-79.7990319
843,43.9593373,-78.1677363
844,29.6516344,-82.3248262
845,40.6331249,-89.3985283
846,43.653226,-79.3831843
847,39.9611755,-82.9987942
848,26.8233946,-80.1386547
849,43.0730517,-89.4012302
850,35.0853336,-106.6055534
851,38.9071923,-77.0368707
852,35.2225668,-97.4394777
853,36.082156,-94.1718542
854,17.989456,-92.9475061
855,40.9503131,-74.6327236
856,38.4192496,-82.445154
857,22.0025712,-99.0018424
858,-0.1806532,-78.4678382
859,42.3600825,-71.0588801
860,30.9842977,-91.9623327
861,39.9525839,-75.1652215
862,43.432922,-80.097349
863,18.3789857,-65.7206559
864,31.9685988,-99.9018131
865,37.5407246,-77.4360481
866,40.4167754,-3.7037902
867,8.5698244,-71.1804988
868,38.9822282,-94.6707917
869,39.0997265,-94.5785667
870,43.653226,-79.3831843
871,10.6544509,-71.7147951
872,55.6760968,12.5683372
873,33.7489954,-84.3879824
874,39.9525839,-75.1652215
875,27.950575,-82.4571776
876,20.0910963,-98.7623874
877,40.2671941,-86.1349019
878,40.4172871,-82.907123
879,39.957902,-75.3076883
880,35.0456297,-85.3096801
881,40.7127753,-74.0059728
882,27.6648274,-81.5157535
883,39.9525839,-75.1652215
884,38.6270025,-90.1994042
885,44.3893556,-79.6903316
886,39.7392358,-104.990251
887,33.4255104,-111.9400054
888,31.9685988,-99.9018131
889,40.7434064,-111.9880199
890,35.1495343,-90.0489801
891,35.20105,-91.8318334
892,27.6648274,-81.5157535
893,33.5206608,-86.80249
894,31.2303904,121.4737021
895,35.7595731,-79.0192997
896,35.2270869,-80.8431267
897,40.6331249,-89.3985283
898,40.7127753,-74.0059728
899,42.3600825,-71.0588801
900,39.768403,-86.158068
901,38.5200504,-89.9839935
902,40.9263957,-98.3420118
903,41.308274,-72.9278835
904,34.0522342,-118.2436849
905,33.2856687,-86.8099885
906,28.0088452,-82.3021568
907,29.7604267,-95.3698028
908,41.6717648,-72.9492703
909,40.7607793,-111.8910474
910,30.267153,-97.7430608
911,38.9071923,-77.0368707
912,46.729553,-94.6858998
913,43.0389025,-87.9064736
914,40.5011794,-79.8392158
915,37.7749295,-122.4194155
916,35.7595731,-79.0192997
917,40.5852602,-105.084423
918,35.7595731,-79.0192997
919,42.4999942,-96.4003069
920,42.4999942,-96.4003069
921,30.9842977,-91.9623327
922,42.9317335,-76.5660529
923,40.7127753,-74.0059728
924,19.0414398,-98.2062727
925,48.0400945,-122.406257
926,-33.0153481,-71.5500276
927,25.7616798,-80.1917902
928,27.950575,-82.4571776
929,40.2203907,-74.0120817
930,40.8447819,-73.8648268
931,25.7616798,-80.1917902
932,42.46059,-83.6516063
933,22.1564699,-100.9855409
934,33.7489954,-84.3879824
935,39.7674578,-94.846681
936,10.4805937,-66.9036063
937,22.1564699,-100.9855409
938,43.653226,-79.3831843
939,39.768403,-86.158068
940,19.487759,-70.6157308
941,10.6544509,-71.7147951
942,42.3736158,-71.1097335
943,41.308274,-72.9278835
944,42.3600825,-71.0588801
945,32.7766642,-96.7969879
946,32.3998025,-117.0660409
947,18.3401514,-67.2499459
948,41.2523634,-95.9979883
949,19.0414398,-98.2062727
